-4	negative	bipolar-disorder	Although, I believe that no one is perfect, I'll be the first to admit that I have my flaws, maybe more than some people. But what matters is that I care about other people and try to think about their feelings/needs above my own.
-5	negative	bipolar-disorder	Am I the only one who feels as if something in their mind is soon going to snap and release the madness? Completely release it. Just letting go of any logical thinking you have left. And go insane. Not knowing anything besides the sadism. I'm going to snap soon. What about you?
-2	negative	bipolar-disorder	And I have cookies. Join me 
-3	negative	bipolar-disorder	and i honestly see nothing worth bragging about. too many people just think is cool, when in reality, if you where one, you would know how it gets in the way of you living. and the consequences.
-7	negative	bipolar-disorder	and i laugh as the blood oozes out of my wrist and onto the floor. the memory of you telling me to stop sends chills down my spine. it only makes me slice deeper and deeper. the memory of you.. it makes me cut deeper and deeper.. while i laugh harder and harder.
-1	negative	bipolar-disorder	And I'm good with it.  I have friends of both sexes and most of my needs are met. You can be single and not be alone or lonely.
-6	negative	bipolar-disorder	And it always made me feel sick to lie. I knew I would be caught in the end and if I wasn't then how could I be okay with myself for doing wrong and getting away with it so I know how some liars feel. I have lied and been lied to. I hate the feeling when I realize someone is not being honest with me its a mix of anger and sadness. I just think we all should work on being honest
-5	negative	bipolar-disorder	Anyone ever wonder? Why do we write these stories? I was thinking about this earlier today. After reading a few funny ones, a few lame ones and others that were just..I don't know.  I for one know why I write, but more and more, my desire to press finger to key wanes.
-11	negative	bipolar-disorder	any one seen some ones worst night mare and actually had the power to make it come true . and do you sharpen your canines to were there 40% sharper then the average canine . well I have im a werewolf and I have done the most evilest things in the world . and how I know this is because I have been in solitary confinement  FOR SOME REASON I LIKE IT and I hate it. It has turned my heart black. they call me shadow heart I wish I could change but this is my life and if you try to stop me  i swere by all of the fires of the black pit i will sink my 5 inch fangs in your throut  and your last breath will be music to my to my heart
-1	negative	bipolar-disorder	A precious life gone too soon, now an angel shining like the beautiful moon.  
-4	negative	bipolar-disorder	April 22 of this year made a year my brother has been gone.today all day pennies has been appearing.appearing on me! On my chest every time well I got into a car wreck and when I got home.I lay on my side there's another penny.this is unbelievable 
-5	negative	bipolar-disorder	A realization I have as I get older and older I have this desire to just remain in the middle. Neither side of the fence seems to attract me anymore. Perhaps I'll grow my own grass on tap of this fence.
-2	negative	bipolar-disorder	As cliche as it is, a new year and a new attitude are both in the works for me
-15	negative	bipolar-disorder	As growing up, I got abused by my dad and my life's been in danger. I started cutting at age 12. I tried killing myself. I get bullied at school. I get called stupid by everybody. I come home and get abused by my mom. I get heart broken by guys all the time. People come in and out of my life. I'm worthless and ugly. I don't even deserve to live. I see no purpose of me staying around. My family rejects me and ignores me all the time. I'm always by myself just cutting. I tried doing overdose and drinking to try to kill myself. I also might have a cancer called lukeimia. Life is great.
-15	negative	bipolar-disorder	As the pastor read his sermon over your casket, I looked up at the clear blue sky and wondered if you were up there somewhere, peacefully existing outside of your body. I wondered if you were with your mom. I wondered what it was like, where you are. I wondered if you could see us, as we said good bye to you. I wondered if you saw how many people came and how much they love you.  But I guess I won't know any of these answers until I join you, someday.
-2	negative	bipolar-disorder	At first its fine and you think you have a dark side  it's exciting.
-3	negative	bipolar-disorder	At night when I'm alone in bed, my thoughts go a little haywire. I start to think about things that are..different. And frustrating to myself. I don't even try to explain them to people that I know because I don't want them to know or judge me for bad things that I think and truly believe about myself.
-7	negative	bipolar-disorder	At school, i'm known as the innocent, pure, smart girl that doesn't even cuss. At home, i'm the responsible being and obedient child. In my room, i have a high driven fantasy. I have thoughts squirming in my head, but also in between my legs. The thoughts of being tied up and having one man dominating my desires. The feelings that are up so high that i could feel the heat exhilarating throughout my body. That's who i am. I have dark desires. I am masked by what seems to be innocency, but deep down i crave something more.
-1	negative	bipolar-disorder	At times I feel angry and I ask myself why am I feeling this way?
-14	negative	bipolar-disorder	a year ago I was diagnosed with depression.   I went 6 months, and I only got worse.   Finally the picture started to make sense I my psychiatrist.   I was then diagnosed and am being treated for bi-polar.   I am now on 200 mg of lamarthrogine per days.   Compared to where I was a year ago I am doing so much better, but today I realized I was wrong about everything.   I didn't want to get help for the depression it the bi-polar in the beginning.   I was afraid of the labels.  Then I felt that by taking these magic little pills I would suddenly become happy.  I was wrong.   My life has improved greatly, and I am very thankful for that.   But my level of sadness and unhappiness goes so deep that it was something no pill will ever be able to fix.  Honestly I don know what I am going to do now that I realized that.   I have no idea what happiness even means anymore.   No concept if the feeling at all.
-8	negative	bipolar-disorder	back then i also didn't have emotions but when i met her she also had sadness just by looking at her i met her at the hospital she was getting surgery my great aunt was sick i went into the wrong room but thats when i saw her a cute but painfully sad girl who wanted someone with her her parents where always working when she looked at me my heart stop 
-5	negative	bipolar-disorder	based on my appearance I'd like to know what type of person you think I am. After you tell me I will enlighten you on the real me.
-4	negative	bipolar-disorder	Be careful about the people who talk to you. Words will affect you and have you challenge how you think about yourself.
-1	negative	bipolar-disorder	Been scared and lonely That I get from the bottom of a bottle
-1	negative	bipolar-disorder	Before I go to that trip, I am not lucky person but I am not also unlucky person.but I go that trip with my friend and I buy that doll and my life become very very unlucky until I write this post!! I lost money on gambling(before I get that doll, I am very lucky with gambling) losing losing too much money more than I can't afford, i am final year university student, I get fail exam(63 student in my class but only on fail and it is me) first i get that doll and my life became so so unlucky so I throw that doll away. That my biggest mistake.after throwing that my life became more worse than!!so I don't know wht should I do now
-18	negative	bipolar-disorder	and it lurks within the pit of my sunshine. I have never given a thought to pester with this beast because I knew that nothing beautiful would ever come out of it. Happy was all I ever was until tragedy struck, I just stood there and took the blow like a deer in the headlights. I couldn't run, couldn't hide, nor could I ever come to face the truth. "if you can't face reality, then just give up, Chelsea." his words hit me like an atom bomb, I couldn't believe my ears. How could he say that to me? My hero, my role model I looked up to him, I TRUSTED him. my demons conjured up something horrific and that night, I somehow made a deal with them. That night every ounce of happiness disintegrated into tiny specks that are worth nothing to me anymore. I am NOTHING. I took his words to heart that night, and gave into the darkness as my blood trickles and flows down my arms, legs, and stomach. Crimson kisses stains my sheet while broken scars keeps me complete.
-1	negative	bipolar-disorder	But never devoted to the dark side. I just have my moments when I can be devoted to some practical humour.
-3	negative	bipolar-disorder	But you'll only see if if you bring it out. If you do anything that hurts me, even if you didn't intend it, sometimes you'll see my dark side. I'll do and say things that I immediately regret afterwards. I feel so bad for the things that I've done and said to other people. For the most part, I've hidden this side of myself away. I keep burying it deeper and deeper, but it's still there, and if you keep digging and digging, you'll eventually find it.
-1	negative	bipolar-disorder	Calling me Disgusting, is the BIGGEST COMPLIMENT you could ever possibly give meso thank you very much EP members. Mission Accomplished! Xoxoxo, OMG, I wanna cry.. NOT!
-7	negative	bipolar-disorder	Can someone explain to me the meaning behind being selfish in your recovery. My spouse uses that often and I feel he uses it as an excuse sometimes to get out of anything with life. He is going to NA and that's pretty much all I hear is that he has to be selfish in his recovery. I didn't really think that made you exempt from being a husband or a father and just playing your play station when you actually are home.. Can anyone clear this up for me please?
-13	negative	bipolar-disorder	Can't deal with how quick things are changing. He found out today that the job he was Meant to have an interview for on the 20th (a job where we wouldn't be able to see eachother) has been changed to this Friday  so it's gone from him having 13 days to find something else to 3. Of course, he could not actually get this job his interviewing for on Friday, which i know sounds horrible, but I hope he doesn't. He's really successful so can more than survive a few months without a job, and I'm too selfish to hope he gets a job even if it means we can't see each other.  So There's a chance Friday could be the last day we see each other,and that thought actually makes me feel sick. I just think my life is going to be rather boring without him.
-1	negative	bipolar-disorder	Cant dwell on the past it was back then this is NOW. Ive failed and Ive fallen. My positivity is at a high right now. Just gotta keep pushing forward. Whether I fall or fail. Ill keep trying and trying harder.
-2	negative	bipolar-disorder	Can u guess what it is lol
-10	negative	bipolar-disorder	Can You Feel the Love?- "Sociopath" is nothing more than a therapist's opinion to me. I dont believe in Anti Social Personality Disorder. Labeling a variety of mindset as a disease seems incorrect. There are a lot of misconceptions about sociopaths. One of them being that a sociopath displays ALL symptoms of APD. My thoughts are this: Im a diagnosed sociopath that loves my brother. Id be a stone cold robot if something happened to him. I havent felt romantic love per se; but I dont think its impossible. Am I this definitive sociopath? Technically, but only because I display a few key traits.
-4	negative	bipolar-disorder	Challenging, ridiculous, painful, rough, tiring, confusing, irritating, interesting (to say the least) are all ways you can describe my relationship with my boyfriend but can't pretty much every couple say the exact same thing about their relationship, regardless of whom they are with? 
-1	negative	bipolar-disorder	Check out my profile and let me know
-2	negative	bipolar-disorder	Chris love you and wish you were here 
-1	negative	bipolar-disorder	Cold metal bites skin  In my rage of alone
-9	negative	bipolar-disorder	Could someone tell me more about bipolar disorder? A very good friend of mine recently told me he was bipolar. Normally he is a very friendly outgoing guy but stresses out easily. Before he told me, I thought he was one of the most confusing people I knew. Some days he was hyper and goofy; other days he was tired, stressed out and a bit irritable. The week he told me he was very friendly to me but when he told me he was tired and stressed, and the next several days didn't even come to school. Are there levels of severity in bipolar disorder? How can I help my friend and be there for him when he's feeling down? I don't have his number and he doesn't like texting. Is it possible for someone to have ups and downs even during a manic episode? 
-3	negative	bipolar-disorder	Crying that's all I seem to do anymore. I'm supposed to be getting married to my Airman, but I am so scared because I have absolutely NO idea what is going to happen within the next month I wish someone could just explain to me what to expect. I'm so tired of crying myself to sleep every night and worrying all the time that this fantasy won't come true. Can someone please help me?
-1	negative	bipolar-disorder	Curiosity. Ive noticed quite a few people have been curious about sociopaths. So in an attempt to keep me occupied ask me anything sociopathic related questions you may have and I shall answer from my perspective.
-5	negative	bipolar-disorder	Darkness Is Not Evil It is trueThat evil people and demons often reside in the shadowsBut then againEvil people and demons reside in the daylight as well
-3	negative	bipolar-disorder	Dark, twisted and a bit insane..I am a girl with a broken smile..All I have is a messed up heart..And heaps of pent up emotions..I drop silent tears in silent nights..Resulting in the swollen eyes..I think I am soul dead..Living in the solitude..Trying to overcome the fear of being alone..Smoking up to keep my mind off certain haunting thoughts..Surviving on the pills to save me from dying..But someday I might just take an overdose..Perfect end to another wasted life.
-3	negative	bipolar-disorder	Does anyone cut as an act of willpower? I don't mean to be offensive to anyone who cuts for different reasons, I'm just wondering if anyone has ever done this for my reason.
-4	negative	bipolar-disorder	Does anyone else get an uncontrollable smile when they are about to do something bad? For me a few of times I did it was in a football game and I know I'm about to hurt the other guy
-3	negative	bipolar-disorder	Does anyone else get violent when they are angry? I have been in a few fights at school because I felt like violence was the only way to solve the problem. When people make me mad and keep doing things that anger me I start feeling like I want to beat them. I mostly control it, but sometimes I like to teach people a lesson. 
-3	negative	bipolar-disorder	Doesn't belong here-  This post doesn't belong here but this is where I post the most. I'm just going to say I may be deleting this app. I think I'm done with social media. It does nothing, but make me feel worthless and alone. Not that anyone on here really cares.
-4	negative	bipolar-disorder	Don't cross me. I would black or fade away and I would comeback hearing my self yell racial slurs out at people. I try not to and to keep my self under control but I just can't. I'm not a racist nor will I ever be. It's just that when people get to me I fade away or black out then comeback to see and hear myself yelling racial slurs. Please, don't think of me as a racist because I yell racial slurs when I black out. It's not even towards the community sometimes I do towards my family. But still I try to hold it in. But just don't get to me.
-8	negative	bipolar-disorder	Don't we all? I'm learning to accept and embrace it, while keeping an arm around my light. They're like a yin-yang, complementing and contrasting each other. I guess I'm the defining, containing outline. Perhaps my actions and emotion-triggering/guiding thoughts are. When inherent duality's embraced it's transcended. We are vessels, ideally utilizing our tools with efficiency to meet each situation and go about causing what change we want to see.
-3	negative	bipolar-disorder	Don't we all love double lives? We all have an outer appearance that we show to everyone else but deep down inside is who we truly are. Some are just better at masking it
-5	negative	bipolar-disorder	Do you think loving a MM is loving unconditionally? I would like to think so. Since i dont expect him to leave his wife.  And i do love him so much
-5	negative	bipolar-disorder	Dreamed about the best friend I lost recently. I looked down at my iPhone and she had sent me pictures of her Christmas tree she'd just set up for the holidays with her four year old son. Just like old times. I burst out crying in my sleep.
-1	negative	bipolar-disorder	Ever since I was sent to a half-way house for anger issues that my mom said she "couldn't" handle even though I was 12 and half her size. Something was born inside me, like I felt my mind was pushed to the side and something evil was born in my head, I hear voices and can see this "thing" in my dreams. It has no desire to hurt others but it loves to tear apart the little me that is left and after years of fighting it on my own I conquered it, but I can feel it in my head taunting me and it wants to take control of me to direct a blind fury and I'm afraid because, no one believes me when I tell them about it, I warn everyone around me about this monster and no one listens. I'm afraid of myself.
-6	negative	bipolar-disorder	Every day is another fake laugh or another fake smile. I'm so tired of it. All i want to do is cry and say how i'm feeling. But i know i cant, because nobody will care. Because they'll just think im a freak. I dont know how much longer i can keep faking hapiness
-5	negative	bipolar-disorder	Everyone always thinks i'm really sweet and quiet, and i try to be but even the nicest people have a breaking point. Everyone has a point where they realise they're sick of treating everyone with so much respect and never getting it back. I think people should be treated how they treat others 
-2	negative	bipolar-disorder	Everyone at my school thinks im the happy bubbly person but im no wear close to that Its all an act u cut i cry i starve my self and struggle with depression.
-1	negative	bipolar-disorder	Everyone has a darkside. Haha omg
-1	negative	bipolar-disorder	Everyone has three lives: a public life, a private life, and a secret life".
-6	negative	bipolar-disorder	Everyone sees me as that quiet innocent girl in the back of the room. But in my dark side I'm that girl who cuts her upper legs so no one will see the girl who is fascinated by the thought of suicide. Who goes through the depths of her soul
-1	negative	bipolar-disorder	everyones got a dark side deep inside
-3	negative	bipolar-disorder	Everyone thinks I'm insane when I tell them. But I'm pretty sane if I do say so myself. :3 My emotions are as wild as a zebra but yeah. I'm sane. :b I will hurt you or myself if I'm pretty wrecked up but other than that I'm pretty sane I guess.
-3	negative	bipolar-disorder	Everyone thinks I'm just that super sweet naive girl who could do no wrong. How they have been so wrong. I may be quiet but I know allot more than I care to share. I give out this image of a girl who could do no wrong. But I do plenty I have a dark side. Something cold breaths within me. 
-4	negative	bipolar-disorder	Everything will be alright and having a good time and then something small happens I get annoyed and my thought is well now everyone has got to die and from that second on I'm plotting my revenge
-1	negative	bipolar-disorder	Every time I read a book or watch a film I always imagine myself as the bad guy. Don't know why just do. For me their lives seem more full of adventure and spontaneous moments. I like to imagine myself as the psycho.
-2	negative	bipolar-disorder	Excuse me Mother,  I forgot. 
-1	negative	bipolar-disorder	Ex was a liar and a cheater. Claimed he was faithful. Then he filed for divorce and filed a harassment injunction so that my legal representation and I could not ask for the reason of divorce.  5. Liars and Cheaters are usually very hard to tell what they are. Listen to your inner voice if someone gives you the vibe that they lie and cheat go away from them. 
-2	negative	bipolar-disorder	Fighting your own mind is a battle everyday. I never know how I'm gonna feel tomorrow and it's tragic . I am struggling immensely. Mentally and physically. I can't cope. I'm drained. Sometimes I'm so happy and other times I can't stand to be in my own skin another minute. I hate myself so much.
-2	negative	bipolar-disorder	Firstly, I would like to say thatmy family is stable and I have had no traumatic events in my life. 
-1	negative	bipolar-disorder	For 20 seconds I'm going to change my profile picture to nudity
-1	negative	bipolar-disorder	For 2 min. I'm going to change my picture
-1	negative	bipolar-disorder	For 30 seconds I'm changing my profile picture to me naked
-11	negative	bipolar-disorder	For me eating is a waste of time. Yes it's a necessity but the amount of time some people spend eating is astounding. Not only do I find it a waste of time I find it slows me down, the worst feeling in the world is the one after eating too much.  If I could live without food I would. I hate it, it's a waste of time and effort and I really needed to get that off my chest. I don't think it's unhealthy, after all not eating helps clears my head and helps me focus whereas food slows me down and leaves me feeling sluggish. 
-3	negative	bipolar-disorder	For the past two days I've made an effort. I cry in the mornings when my husband isn't around and then I get showered and dressed and put a smile on my face. But I feel so alone. I miss my baby and everything we had planned. I keep picturing her. My Emily. Was she as scared as I am. Did she feel my love? Will it ever hurt less? I can't sleep at night. I'm dreading going back to reality. I just want my angel. Please God take the pain away
-1	negative	bipolar-disorder	For this year of 2014 my new years resolution is to start my Transtion to become Female
-1	negative	bipolar-disorder	Had a wonderful day. If your interested in hearing  let me know
-2	negative	bipolar-disorder	Haha mostly.. I'm very dark, but I like it that way
-2	negative	bipolar-disorder	Handsome, confident, charming, polite, powerful, playful, intriguing, impressionable, Intimidating, dark, Intelligent, witty, loyal, risky, inspiring and motivational. Congrats, you have just had the pleasure of meeting my mask. My shell. The hollow innards which I encompass daily. This cold, fleshy suit. What a chore. But it must be done. To take the mask off is suicide. Obviously. 
-5	negative	bipolar-disorder	Have you ever been in love with someone who makes you feel whole. Someone who makes you feel like you are number one all the time. I met and fell in love with a wonderful woman just like that. For over a decade we shared our lives together in love with each other until a few months ago she died trgically in a car accident. My life since then has never been the same. Now i have lost my sister. I am hurting more that anyone will ever know.
-1	negative	bipolar-disorder	Have you ever thought,  in your bloodstained halls.
-20	negative	bipolar-disorder	He died a week ago, I miss him so much. He suffered too much, but he could always make me laugh. I remember when I was little, he'd spoil me like crazy, even as I got older, he called me his little princess. I miss him so much. I'm crying right now just writing this. I'll never forget him, ever. He was my king, and I was his princess. My last words to him were: "Goodbye, I love you" and he said, "I love you too honey" Here's a letter to him: I love you so much, and miss you so much. I know you're in heaven, but I still want you here with me. I just can't believe you're really gone. I really miss when you used to come over and play with me, or take me out to lunch. I'll see you soon. Love, your princess &lt;3
-2	negative	bipolar-disorder	Hehehe my dark side is expressed through my writing XD I currently have the most evil wicked and devilish character in the site I write in. Very proud of my prince of darkness X3
-1	negative	bipolar-disorder	He is always available to his friends, always answers their messages at any time, always looks happy and motivated to go meet with them. Me, he barely notices me. 
-6	negative	bipolar-disorder	Hello! I am a producer for a news station in Los Angeles. We would love to feature someone to put a face to this diagnosis that has been severely misrepresented for some time. We would like to dispel myths by meeting the person behind the label. If anyone is in the greater southern California who would be willing to share their insight, I would love to speak with you. 
-1	negative	bipolar-disorder	Hello  Today  I might go and visit her grave
-5	negative	bipolar-disorder	He only comes out when I'm angry, but he's there He's the reason I try to avoid being mad 
-3	negative	bipolar-disorder	Hey I was diagnosed with BPD this year and was hospitalised for a month. My impulsivity caused me to repeatedly call a lecturer I was obsessed with. The only thing the woman didn't do was call the cops on me. Since then I've been struggling to keep it together. I have cut off all of my friends because I think they are siding with my ex best friend who has abandoned me (seriously she no longer speaks to me because she is embarrassed by my illness). I am depressed. I didn't go to work today and have no motivation to do anything. I wish my family would just leave me alone and take care of my like I did them for over seven years. I just want to die and go and rest. I don't want to have to deal with anything. I really am fed up of working. I hate my job. Does anyone with BPD feel like they don't want to work or do anything else? 
-1	negative	bipolar-disorder	Hey look things happen for a reason are paths have been set in stone before we find are selves in life be happy with what you have because one day youth not have what you always never wanted but realized you needed them all this time
-1	negative	bipolar-disorder	Hi Guys, Nice to know you all  I've been depressed because of malicious gossip.  Why do bad things happen to decent people?
-10	negative	bipolar-disorder	Hi I've been with my boyfriend for 20 years, 5 years ago he was sectioned under the mental health act because he went high, we have two young children I've never seen anything like it before I was on my own with him and my children, I managed to get a friend to take the children so I could get him to the hospital. He tried to run into the road because he thought he was invincible it took a long time to calm him down and after two weeks in hospital and 5years on it's still a struggle the lows are worse, I have to think as myself as a single mum because I can't rely on him 
-1	negative	bipolar-disorder	I almost burnt down my house.
-4	negative	bipolar-disorder	I am a good person, I am a loving, affectionate, attractive person.    No one is perfect.   I like being me and I will remain this way.
-21	negative	bipolar-disorder	I am a male of course and so far I would like to share my story at this point. She left not too long ago. I can see why and know why did it. I was and have been uncontrollable I was around 20 when j was first diagnosed. She had been with me for the past two years asking of my attention. I have been so blinded and a complete monster to her. She was my first victim to hurt. It has been two months and I have been under meds. For about the same time. I can function a little more clearly now. It took for her to finally leave for me to reckon. And it is not too late I tell her. We recently started talking. And she gives me hope. Now that I can see clearly I know she's the one. I have fallen in love with her. And she will give me some time to for me to show her a lot different. Which is all I have dreaming about. 
-9	negative	bipolar-disorder	I am an introvert but at the same time I want nothing more than to find that ONE connection with someone that I will spend the rest of my life with. I want a deep and intense intimate connection and I want it to be just me and her for the most part. Sometimes I wonder if the type of connection I want is too unrealistic and if I am just setting myself up for disappointment and for a lonely life when it comes to love.
-1	negative	bipolar-disorder	I am certainly no stranger to manipulation, even as a young child I found I enjoyed tricking people into benefitting me. There's not a person alive that could escape me if I designated them prey, yet I seem to have a problem manipulating family. Not out of respect, compassion, etc., but out of pride. I feel as if I didn't earn their allegiance. I don't want to use something I didn't earn, that just feels like charity, and I despise charity. I don't necessarily feel like this is norm among most others, and question if it is a symptom of my narcissism. Thoughts ?
-11	negative	bipolar-disorder	I am currently frustrated. I asked my mother if she has ever met anybody who was full blown Bipolar and she said people in her generation don't go around broadcasting it. I said "well you were my age once" and i said i had only met one person, who is actually my friend. Then she went on this rant about how people with diabetes dont go walking around saying "hi im bob and i have diabetes" so why should people with mental disorders tell anybody.  Rachie. 
-5	negative	bipolar-disorder	I am grieving the loss of a friendship. Worse, it's pretty much my fault. But in a way when I consider how far this friend and I had drifted, it makes me wonder why I am grieving so much.  
-2	negative	bipolar-disorder	I am guilty of a great many things. I am capable of things far worse.  Not everything I say has meaning.  
-6	negative	bipolar-disorder	I am indeed a sociopath, but I think that I may also be sadistic. However, I have been feeling very strange lately, because I haven't been happy in a very long time. And I think that is because  haven't hurt someone. After all, there are only a few things in this world that give me pleasure, and seeing others in pain is number one. All I am looking for is advice, I don't see a future for me if I continue down this path, all of my dreams are slowly being ripped away from me, replaced with a vision of me in orange. Please, help if you can.
-5	negative	bipolar-disorder	I am insane. I know this and it amazes me everyday that the world at large does not see it when I so blatantly see it in the mirror. Everyone comes to me in their times of emotional need and they all trust me so fully. No girl has ever turned me down after spending any sort of one on one time with me. And yet I am insane. How can they possibly not see that? I ooooooze insanity out of my eyes, my mouth, my posture. And yet when I go into any social setting, I am king. No wonder governments are so messed up.  
-6	negative	bipolar-disorder	I am not a sociopath. Actually, very far from one, but I think I may have met a sociopath. He intrigues me so much so that I now am about to post questions I wonder about sociopaths in general, in an attempt to understand him better.  Whew Thanks all
-7	negative	bipolar-disorder	i am not a spirutual teller. i just want to help you out . i am medical student,so i just wana help you out, i have magic thought which will make you happier for whole of your life. i am there always for ur help , pls do belief on yourse
-8	negative	bipolar-disorder	I am not perfect, but no one else is either. Not everyone has the same flaws, but we all have them in one way or another. So you can't judge someone, saying they are too flawed, saying they have too many problems, because no one is perfect. When that day comes and you wake up perfect then you can argue I'm wrong. Until then though, don't judge me. Don't you dare say someone is too flawed for you, because you have your problems too you're just too blind to see them.
-6	negative	bipolar-disorder	I am quite insecure. This is my first year going to school without long-sleeves and jackets everyday. Ever since i was in elementary school i wore a jacket to school everyday. I moved to the south and still wore them to school even when it was almost 100 degrees out!! I was soo insecure about my hair on my arms. So i decided to just shave them. Now i can go to school without them and wear short sleeves and 1/2 sleeves. I am proud, but i i'd be prouder when i am able to wear shorts or sandals to school. I guess wearing open or showy clothing makes me uncomfortable at school. I don't mind out in public it is just school
-1	negative	bipolar-disorder	 I am so perfect ssiiikkeee  witch ever way  we can only try I guess 
-2	negative	bipolar-disorder	I am thinking I am bl Today was strange, I hit backToday you were the one who bledOdd thats it red, should be blackLike your heart but my soul is fed
-1	negative	bipolar-disorder	I am trying.  Just a string of thoughts.
-6	negative	bipolar-disorder	I am very interested with this type of thing, sharing my stories with other sociopaths, which I kind of enjoy, since I haven't felt this for quite a while with "others." Unlike my very first story, I am going to start and/or compare some experiences/feelings/thoughts I have from a day to day basis and you could say documenting them on this website. I'm not going to start now, since I simply don't have time.
-2	negative	bipolar-disorder	I am your darkest desires  That I am right
-2	negative	bipolar-disorder	I believe everyone has a dark side .
-9	negative	bipolar-disorder	I believe everyone has a dark side to them. Just like a shadow, it's always lurking close by. I may appear to just be a cute innocent girl but its a lie. Faking a smile and happiness becomes easier and easier. I love darkness even though i fear it. I'm quite unusual considering i sit in my closet for hours doing nothing. I constantly rock back and forth, singing songs such as ring around the Rosie. It's almost as if my mind leaves my body. My conscious is trapped down in a dark dirty well. I never know what to do. I want to feel pain. I place push pins in my arms to substitute cutting. I honestly dont know who I am but I'm on my way to figuring it out as time goes on.
-7	negative	bipolar-disorder	I believe why I spend a lot of time by myself is because I just have to much stuff on my mind all the time. And I just have to be by myself to get it all out. Writing has helped me with that. And when I write poems or quotes about life. I feel better after I get it out of my mind.
-4	negative	bipolar-disorder	I call him sal he is true evil and since I have slight mpd he can be a handful but he destroys things he ruins everything the only thing he doesn't destroy is us tb's I'm quite scared of him too
-2	negative	bipolar-disorder	I came home today. I spent 2 days in a hospital because i tried to kill myself. It wasn't even my goal that night, i just cut a little too deep and a little too far up my arm. I didn't mean to
-5	negative	bipolar-disorder	I can be the most kindhearted precious girl. But I always find myself falling in love with the villains, the bad guys. My heart belongs to the angels but a part of me loves the evil thrill of dark daring demons
-8	negative	bipolar-disorder	I can feel it Welling up, slowly consuming my soul a little every day. The Darkness, the anger, the pain the depression. It's eating at me slowly corrupting my core. I want to hurt so many people, I want to escape from this life. There are so many things my dark side wants. I feel as though I can't control myself much more, my hands are shaking from anger towards this world and all that live on it, but I do not understand why I think I need help helpme
-4	negative	bipolar-disorder	I can recall from even my earliest childhood that I used to talk to myself throughout the day. I would have whole discussions and conversations where I even presented other angles than my own on the subjects and argumented for those in context of my specific view. How about you?
